URL,Walk Score (out of 100),Transit Score (out of 100),Bike Score (out of 100),Elementary School Name,Elementary School Score (out of 10),Middle School Name,Middle School Score (out of 10),High School Name,High School Score (out of 10),Address,Price,Beds,Baths,Sq Ft,Monthly Payment,Time on Redfin,Year Built,Property Type,Style,HOA Dues,Lot Size,Garage Spaces,Floor Type,Heat Type,Cool Type,Tax Amount,Zip Code,Noise Level,Flood Factor,Fire Factor,Heat Factor,Wind Factor
https://www.redfin.com/NV/Las-Vegas/5024-Linkside-Dr-89130/home/29102496,17,27,40,Ernest J. May Elementary School,7,Theron L. Swainston Middle School,3,Shadow Ridge High School,5,"5024 Linkside Dr,Las Vegas,NV89130",454888,3,2,2007,"$3,081 ",145 days,1990,"Residential, Single Family Residence",One Story,$202 ,"6,970",2,"Carpet, Laminate, Tile","Central, Gas","Central Air, Electric",1862,89130,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4404-San-Gabriel-Hill-Ave-89115/home/29046544,1,24,25,D L Dusty Dickens Elementary School,4,Carroll M Johnston Middle School,4,Legacy High School,2,"4404 San Gabriel Hill Ave,Las Vegas,NV89115",435000,5,3,2543,"$2,836 ",151 days,2006,"Residential, Single Family Residence",Two Story,$57 ,"4,356",3,"Carpet, Tile","Central, Gas","Central Air, Electric",2096,89115,Medium,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7157-Royal-Bloom-Ct-89131/home/181105955,6,30,27,Kay Carl Elementary School,4,Anthony Saville Middle School,5,Shadow Ridge High School,5,"7157 Royal Bloom Ct,Las Vegas,NV89131",999995,5,4.5,3971,"$6,890 ",154 days,2023,"Residential, Single Family Residence",Two Story,$77 ,"10,454",3,,"Central, Gas","Central Air, Electric",9900,89131,Medium,Moderate,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7162-Noble-Crest-Ct-89131/home/181106026,4,30,28,Kay Carl Elementary School,4,Anthony Saville Middle School,5,Shadow Ridge High School,5,"7162 Noble Crest Ct,Las Vegas,NV89131",897995,3,2.5,2691,"$6,196 ",154 days,2023,"Residential, Single Family Residence",One Story,$77 ,"8,712",3,,"Central, Gas","Central Air, Electric",8900,89131,Medium,Moderate,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7156-Noble-Crest-Ct-89131/home/181106027,4,30,28,Kay Carl Elementary School,4,Anthony Saville Middle School,5,Shadow Ridge High School,5,"7156 Noble Crest Ct,Las Vegas,NV89131",914995,4,3.5,3100,"$6,314 ",154 days,2023,"Residential, Single Family Residence",One Story,$77 ,"9,583",3,,"Central, Gas","Central Air, Electric",9100,89131,Medium,Moderate,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7163-Royal-Bloom-Ct-89131/home/181105954,6,30,27,Kay Carl Elementary School,4,Anthony Saville Middle School,5,Shadow Ridge High School,5,"7163 Royal Bloom Ct,Las Vegas,NV89131",979995,5,4,3698,"$6,753 ",154 days,2023,"Residential, Single Family Residence",Two Story,$77 ,"9,148",3,,"Central, Gas","Central Air, Electric",9700,89131,Medium,Moderate,Minimal,Severe,Minimal
https://www.redfin.com/NV/North-Las-Vegas/5451-Autumn-Crocus-Ct-89031/home/29080198,62,34,48,Eva Wolfe Elementary School,3,Theron L. Swainston Middle School,3,Cheyenne High School,1,"5451 Autumn Crocus Ct,North Las Vegas,NV89031",389900,3,2.5,1703,"$2,509 ",155 days,2001,"Residential, Single Family Residence",Two Story,$60 ,"3,049",2,"Carpet, Tile","Central, Gas","Central Air, Electric",1375,89031,Low,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/North-Las-Vegas/5213-Castle-Butte-Ct-89031/home/29917047,48,33,43,Eva Wolfe Elementary School,3,Theron L. Swainston Middle School,3,Cheyenne High School,1,"5213 Castle Butte Ct,North Las Vegas,NV89031",419900,3,2.5,2211,"$2,711 ",157 days,2002,"Residential, Single Family Residence",Two Story,$65 ,"3,485",2,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric",1584,89031,Low,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7544-Coral-River-Dr-89131/home/29855958,2,30,26,Howard E Heckethorn Elementary School,8,Anthony Saville Middle School,5,Shadow Ridge High School,5,"7544 Coral River Dr,Las Vegas,NV89131",499000,3,2,1813,"$3,237 ",159 days,2001,"Residential, Single Family Residence",One Story,$90 ,"5,227",3,"Carpet, Tile","Central, Gas","Central Air, Electric",1912,89131,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6120-Matisse-Ave-89131/home/29021406,12,26,27,Kitty McDonough Ward Elementary School,8,Anthony Saville Middle School,5,Shadow Ridge High School,5,"6120 Matisse Ave,Las Vegas,NV89131",864900,3,3,3489,"$5,693 ",169 days,2005,"Residential, Single Family Residence",One Story,$100 ,18295,3,"Carpet, Tile","Central, Gas","Central Air, Electric",4965,89131,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4390-Faberge-Ave-89115/home/29357746,47,43,39,Zel & Mary Lowman Elementary School,3,Carroll M Johnston Middle School,4,Mojave High School,1,"4390 Faberge Ave,Las Vegas,NV89115",330000,3,2,1090,"$2,025 ",343 days,1987,"Residential, Single Family Residence",One Story,0,"3,920",2,"Carpet, Tile","Central, Gas","Central Air, Electric",593,89115,Medium,Moderate,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6440-Marrow-Rd-89108/home/29131508,25,37,35,R E Tobler Elementary School,5,Irwin & Susan Molasky Junior High School,3,Cheyenne High School,1,"6440 Marrow Rd,Las Vegas,NV89108",450000,4,2,1807,"$2,803 ",468 days,1985,"Residential, Single Family Residence",One Story,$20 ,"6,970",2,"Carpet, Tile","Central, Gas","Central Air, Electric",1067,89108,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5924-McLennan-Ranch-Ave-89131/home/29598700,14,26,26,Kay Carl Elementary School,4,Anthony Saville Middle School,5,Shadow Ridge High School,5,"5924 Mclennan Ranch Ave,Las Vegas,NV89131",535000,4,3,2830,"$3,504 ",530 days,2009,"Residential, Single Family Residence",One Story,$70 ,"8,712",2,"Carpet, Tile","Central, Gas","Central Air, Electric, 2 Units",2762,89131,Medium,Moderate,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4905-Morning-Falls-Ave-89131/home/29893192,5,30,27,Howard E Heckethorn Elementary School,8,Anthony Saville Middle School,5,Shadow Ridge High School,5,"4905 Morning Falls Ave,Las Vegas,NV89131",499000,3,2.5,2453,"$3,190 ",948 days,2002,"Residential, Single Family Residence",Two Story,$75 ,"4,356",2,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric",1529,89131,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5433-Bridgehampton-Ave-89130/home/29093285,18,30,37,Kay Carl Elementary School,4,Anthony Saville Middle School,5,Shadow Ridge High School,5,"5433 Bridgehampton Ave,Las Vegas,NV89130",475000,3,2,1368,"$2,989 ",1313 days,2000,"Residential, Single Family Residence",One Story,$60 ,"4,356",2,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric",1021,89130,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4343-Harristown-Dr-89115/home/163845999,28,37,40,Ann Lynch Elementary School,2,Mario C & Joanne Monaco Middle School,3,Sunrise Mountain High School,1,"4343 Harristown Dr,Las Vegas,NV89115",365000,3,2.5,1296,"$2,407 ",22 days,2019,"Residential, Single Family Residence",Two Story,$40 ,"2,178",1,Tile,"Central, Gas","Central Air, Electric",2173,89115,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1316-Lawry-Ave-89106/home/29322854,69,40,50,H P Fitzgerald Elementary School,5,,,Canyon Springs High School And the Leadership And,2,"1316 Lawry Ave,Las Vegas,NV89106",292900,4,1,1173,"$1,777 ",22 days,1960,"Residential, Single Family Residence",One Story,0,"5,227",0,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric",278,89106,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4170-Ripple-River-Ave-89115/home/29364919,19,36,38,Myrtle Tate Elementary School,4,Education von Tobel Middle School,3,Sunrise Mountain High School,1,"4170 Ripple River Ave,Las Vegas,NV89115",330000,3,2,1118,"$2,047 ",23 days,1996,"Residential, Single Family Residence",One Story,0,"6,970",2,Tile,"Central, Gas","Central Air, Electric",851,89115,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3036-Sierra-Ridge-Dr-89156/home/29359014,4,19,39,Liliam Lujan Hickey Elementary School,5,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"3036 Sierra Ridge Dr,Las Vegas,NV89156",420000,4,2.5,2061,"$2,642 ",32 days,1997,"Residential, Single Family Residence",Two Story,0,"9,148",2,"Carpet, Ceramic Tile, Hardwood","Central, Gas","Central Air, Electric",1527,89156,Low,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2238-Rigney-Ln-89156/home/29368283,41,32,41,Martin Luther King Junior Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"2238 Rigney Ln,Las Vegas,NV89156",240000,3,2,1440,"$1,547 ",33 days,1971,"Residential, Manufactured Home",One Story,0,"6,534",0,"Carpet, Tile","Central, Electric","Central Air, Electric",1325,89156,Low,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6258-Shenandoah-Ave-89156/home/29358787,24,28,35,Helen Herr Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"6258 Shenandoah Ave,Las Vegas,NV89156",225000,3,2,1820,"$1,369 ",35 days,1968,"Residential, Manufactured Home","One Story, Custom, Manufactured Home",0,"6,534",0,"Carpet, Laminate, Linoleum, Vinyl","Central, Gas","Central Air, Electric",255,89156,Low,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5208-Starter-Ave-89156/home/29045531,57,39,49,Martin Luther King Junior Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"5208 Starter Ave,Las Vegas,NV89156",309900,4,2.5,1343,"$2,013 ",35 days,2005,"Residential, Single Family Residence",Two Story,$94 ,"2,178",1,"Hardwood, Laminate","Central, Gas","Central Air, Electric",765,89156,Low,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4508-Pencester-St-89115/home/166471178,39,45,46,Zel & Mary Lowman Elementary School,3,Carroll M Johnston Middle School,4,Mojave High School,1,"4508 Pencester St,Las Vegas,NV89115",289900,3,2,1298,"$2,123 ",36 days,2018,"Residential, Townhouse",Two Story,$241 ,"1,307",2,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric",1759,89115,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2266-Hidden-View-St-89156/home/29908947,57,39,49,Martin Luther King Junior Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"2266 Hidden View St,Las Vegas,NV89156",265000,2,1.5,868,"$1,738 ",39 days,2002,"Residential, Single Family Residence",Two Story,$104 ,"1,742",1,"Carpet, Laminate","Central, Gas","Central Air, Electric",563,89156,Low,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2357-Bridle-Wreath-Ln-89156/home/29371243,48,32,52,Helen Herr Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"2357 Bridle Wreath Ln,Las Vegas,NV89156",550000,3,2,1790,"$3,391 ",39 days,1996,"Residential, Single Family Residence",One Story,0,"6,970",3,"Carpet, Tile","Central, Gas","Central Air, Electric",1174,89156,Low,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4319-Saddle-Brook-Park-Dr-89115/home/166541268,38,37,41,Ann Lynch Elementary School,2,Mario C & Joanne Monaco Middle School,3,Sunrise Mountain High School,1,"4319 Saddle Brook Park Dr,Las Vegas,NV89115",359000,3,2.5,1296,"$2,375 ",39 days,2021,"Residential, Single Family Residence",Two Story,$70 ,"2,614",1,"Carpet, Tile","Central, Gas","Central Air, Electric",1862,89115,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4312-Heavenly-Bamboo-Way-89115/home/165846825,38,37,41,Ann Lynch Elementary School,2,Mario C & Joanne Monaco Middle School,3,Sunrise Mountain High School,1,"4312 Heavenly Bamboo Way,Las Vegas,NV89115",349900,3,2.5,1296,"$2,297 ",40 days,2021,"Residential, Single Family Residence",Two Story,$47 ,"2,614",1,"Carpet, Tile","Central, Gas","Central Air, Electric",1862,89115,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4259-Puebla-St-89115/home/29352194,41,46,43,J E Manch Elementary School,3,Carroll M Johnston Middle School,4,Mojave High School,1,"4259 Puebla St,Las Vegas,NV89115",379900,3,2,1530,"$2,315 ",44 days,1963,"Residential, Single Family Residence",One Story,0,"6,970",0,,"Central, Gas","Central Air, Electric",478,89115,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1635-Dwayne-Stedman-Ave-89106/home/29861044,62,40,47,Kermit R Booker Senior Elementary School,3,,,Western High School,1,"1635 Dwayne Stedman Ave,Las Vegas,NV89106",372000,4,2,1548,"$2,417 ",65 days,2005,"Residential, Single Family Residence",One Story,$95 ,"3,920",2,"Luxury Vinyl Plank, Tile","Central, Gas","Central Air, Electric",1131,89106,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6680-Evening-Rain-Ave-89156/home/29360611,11,28,44,Liliam Lujan Hickey Elementary School,5,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"6680 Evening Rain Ave,Las Vegas,NV89156",420000,4,3,2292,"$2,545 ",71 days,1996,"Residential, Single Family Residence",One Story,0,10890,2,"Carpet, Tile","Central, Electric, Gas","Central Air, Electric",364,89156,Low,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4178-Story-Rock-St-89115/home/29599079,42,46,42,Zel & Mary Lowman Elementary School,3,Carroll M Johnston Middle School,4,Mojave High School,1,"4178 Story Rock St,Las Vegas,NV89115",299000,3,2.5,1181,"$1,910 ",72 days,2007,"Residential, Single Family Residence",Two Story,$66 ,"1,742",1,"Carpet, Laminate","Central, Gas","Central Air, Electric",643,89115,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2190-Clancy-St-89156/home/28973775,61,40,49,Martin Luther King Junior Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"2190 Clancy St,Las Vegas,NV89156",318000,3,2.5,1343,"$2,084 ",79 days,2003,"Residential, Single Family Residence",Two Story,$109 ,"2,178",1,"Carpet, Tile","Central, Gas","Central Air, Electric",852,89156,Low,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5910-Stone-Hollow-Ave-89156/home/29862699,7,0,34,Helen Herr Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"5910 Stone Hollow Ave,Las Vegas,NV89156",409990,4,2.5,2082,"$2,599 ",87 days,2001,"Residential, Single Family Residence",Two Story,$33 ,"6,970",2,"Carpet, Tile","Central, Gas","Central Air, Electric",1335,89156,Low,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6080-Bluehill-Ave-89156/home/29358863,3,0,32,Helen Herr Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"6080 Bluehill Ave,Las Vegas,NV89156",239900,3,2,1440,"$1,454 ",93 days,1971,"Residential, Manufactured Home",One Story,0,"6,534",0,"Ceramic Tile, Tile","Central, Electric, Gas","Central Air, Electric",208,89156,Low,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6080-Great-Smoky-Ave-89156/home/29369659,42,31,41,Helen Herr Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"6080 Great Smoky Ave,Las Vegas,NV89156",237900,3,2,1670,"$1,457 ",116 days,1980,"Residential, Manufactured Home","One Story, Manufactured Home",0,"6,098",0,"Carpet, Laminate","Central, Gas","Central Air, Electric",394,89156,Low,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5988-Castlemont-Ave-89156/home/29358830,11,0,35,Helen Herr Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"5988 Castlemont Ave,Las Vegas,NV89156",254900,3,2,1543,"$1,584 ",124 days,1989,"Residential, Manufactured Home","One Story, Manufactured Home",0,"6,970",1,Carpet,"Central, Gas","Central Air, Electric",694,89156,Low,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2564-San-Marcos-St-89115/home/29363828,22,37,36,Myrtle Tate Elementary School,4,Education von Tobel Middle School,3,Sunrise Mountain High School,1,"2564 San Marcos St,Las Vegas,NV89115",322900,4,2,1260,"$2,005 ",135 days,1971,"Residential, Single Family Residence",One Story,0,"6,098",0,Carpet,"Central, Gas","Central Air, Electric",864,89115,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6733-E-Carey-Ave-89156/home/29372318,45,32,50,Liliam Lujan Hickey Elementary School,5,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"6733 E Carey Ave,Las Vegas,NV89156",379900,3,2,1552,"$2,348 ",135 days,1981,"Residential, Single Family Residence",One Story,0,"7,841",0,"Carpet, Linoleum, Vinyl","Central, Electric","Central Air, Electric",879,89156,Low,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/3640-Judson-Ave-89115/home/29364238,48,39,55,Jay W. Jeffers Elementary School,3,Education von Tobel Middle School,3,Sunrise Mountain High School,1,"3640 Judson Ave,Las Vegas,NV89115",704900,4,3,3225,"$4,636 ",141 days,2004,"Residential, Single Family Residence",One Story,0,20909,0,Tile,"Central, Gas","Central Air, Electric",4987,89115,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4555-Payson-Ave-89115/home/29366720,40,40,39,Ann Lynch Elementary School,2,Mario C & Joanne Monaco Middle School,3,Sunrise Mountain High School,1,"4555 Payson Ave,Las Vegas,NV89115",339900,4,2,1188,"$2,221 ",142 days,1971,"Residential, Single Family Residence",One Story,0,"6,098",0,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric",2231,89115,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4368-Harristown-Dr-89115/home/163846344,28,37,40,Ann Lynch Elementary School,2,Mario C & Joanne Monaco Middle School,3,Sunrise Mountain High School,1,"4368 Harristown Dr,Las Vegas,NV89115",360000,4,3,1861,"$2,468 ",142 days,2019,"Residential, Single Family Residence",Three Story,$67 ,"2,178",2,"Carpet, Tile","Central, Gas","Central Air, Electric",2943,89115,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5580-E-Carey-Ave-89156/home/29368414,24,0,40,Martin Luther King Junior Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"5580 E Carey Ave,Las Vegas,NV89156",249900,3,2,1440,"$1,515 ",165 days,1971,"Residential, Manufactured Home","One Story, Manufactured Home",0,"5,663",0,"Carpet, Linoleum, Vinyl","Central, Electric","Central Air, Electric",219,89156,Low,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5987-Stone-Hollow-Ave-89156/home/29862710,11,0,35,Helen Herr Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"5987 Stone Hollow Ave,Las Vegas,NV89156",382900,3,3,1870,"$2,434 ",171 days,2001,"Residential, Single Family Residence",Two Story,$33 ,"5,227",2,"Carpet, Tile","Central, Gas","Central Air, Electric",1294,89156,Low,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5218-Paradise-Skies-Ave-89156/home/29914972,54,39,48,Martin Luther King Junior Elementary School,3,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"5218 Paradise Skies Ave,Las Vegas,NV89156",280000,3,1.5,1028,"$1,826 ",172 days,2002,"Residential, Single Family Residence",Two Story,$104 ,"1,742",1,"Carpet, Tile","Central, Gas","Central Air, Electric",539,89156,Low,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6531-Jordan-River-Dr-89156/home/29358644,1,19,39,Liliam Lujan Hickey Elementary School,5,Dr. William (bob) H Bailey Middle School,3,Sunrise Mountain High School,1,"6531 Jordan River Dr,Las Vegas,NV89156",545000,4,2.5,2297,"$3,390 ",226 days,1997,"Residential, Single Family Residence",Two Story,0,"5,663",0,"Carpet, Tile","Central, Gas","Central Air, Electric",1518,89156,Low,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/5171-Silica-Chalk-Ave-89115/home/65559429,47,45,50,Zel & Mary Lowman Elementary School,3,Carroll M Johnston Middle School,4,Mojave High School,1,"5171 Silica Chalk Ave,Las Vegas,NV89115",348000,4,3.5,1874,"$2,505 ",350 days,2013,"Residential, Townhouse",Three Story,$240 ,"1,307",2,"Carpet, Tile","Central, Gas","Central Air, Electric",2170,89115,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/518-Crimson-View-Pl-89144/home/29112577,28,32,33,John W Bonner Elementary School,9,Sig Rogich Middle School,8,Palo Verde High School,6,"518 Crimson View Pl,Las Vegas,NV89144",459000,3,2.5,1873,"$3,224 ",14 days,1999,"Residential, Townhouse",Two Story,$314 ,"2,614",2,"Carpet, Ceramic Tile, Linoleum, Vinyl","Central, Gas","Central Air, Electric",1939,89144,Medium,Minimal,Moderate,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8500-Festival-Dr-89134/home/29148838,40,34,36,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"8500 Festival Dr,Las Vegas,NV89134",509000,2,2,1653,"$3,360 ",15 days,1989,"Residential, Single Family Residence",One Story,$138 ,"9,583",2,"Carpet, Luxury Vinyl Plank","Central, Gas","Central Air, Electric",2096,89134,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/8453-Vast-Horizon-Ave-89129/home/29127765,46,34,43,Marc Kahre Elementary School,5,Irwin & Susan Molasky Junior High School,3,Cimarron Memorial High School,3,"8453 Vast Horizon Ave,Las Vegas,NV89129",349900,3,2.5,1524,"$2,273 ",16 days,1998,"Residential, Townhouse",Two Story,$75 ,"2,178",1,"Carpet, Tile","Central, Electric","Central Air, Electric",1236,89129,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1952-Faywood-St-89134/home/29157646,63,33,45,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"1952 Faywood St,Las Vegas,NV89134",585888,4,3,2151,"$3,799 ",16 days,1996,"Residential, Single Family Residence",Two Story,$57 ,"5,227",2,"Carpet, Tile","Central, Gas","Central Air, Electric",2808,89134,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2820-Tumble-Brook-Dr-89134/home/29150953,22,33,28,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"2820 Tumble Brook Dr,Las Vegas,NV89134",748500,2,2,1842,"$4,930 ",16 days,1997,"Residential, Single Family Residence",One Story,$165 ,"7,405",2,"Carpet, Luxury Vinyl Plank","Central, Gas","Central Air, Electric",3393,89134,Medium,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2912-Vista-Butte-Dr-89134/home/29105851,20,25,19,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"2912 Vista Butte Dr,Las Vegas,NV89134",669900,2,2,1664,"$4,625 ",16 days,1996,"Residential, Townhouse",One Story,$359 ,"3,049",2,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric",3060,89134,Medium,Minimal,Major,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2537-Desert-Glen-Dr-89134/home/29150331,38,36,34,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"2537 Desert Glen Dr,Las Vegas,NV89134",389900,2,2,1636,"$2,893 ",16 days,1990,"Residential, Townhouse",One Story,$408 ,"3,049",2,"Carpet, Tile","Central, Gas","Central Air, Electric",1801,89134,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/6227-Don-Gaspar-Ave-89108/home/29173362,59,41,51,Bertha Ronzone Elementary School,3,J Harold Brinley Middle School,2,Cimarron Memorial High School,3,"6227 Don Gaspar Ave,Las Vegas,NV89108",304900,2,2,1098,"$1,870 ",18 days,1979,"Residential, Single Family Residence",One Story,0,"3,920",1,"Carpet, Ceramic Tile, Tile","Central, Gas","Central Air, Electric",535,89108,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2633-Ohio-Ct-89128/home/29146019,30,34,35,Dorothy Eisenberg Elementary School,6,Ernest Becker Middle School,7,Cimarron Memorial High School,3,"2633 Ohio Ct,Las Vegas,NV89128",657000,5,3,3157,"$4,306 ",18 days,1989,"Residential, Single Family Residence",Two Story,$65 ,"7,405",3,"Carpet, Ceramic Tile, Laminate","Central, Gas","Central Air, Electric",3690,89128,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/4429-Marlena-Cir-89108/home/29307637,36,44,41,Twin Lakes Elementary School,4,J Harold Brinley Middle School,2,Western High School,1,"4429 Marlena Cir,Las Vegas,NV89108",546000,4,3,2253,"$3,400 ",19 days,1962,"Residential, Single Family Residence",One Story,0,"10,019",0,Laminate,"Gas, High Efficiency","Electric, High Efficiency",1573,89108,Medium,Minimal,Minor,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/1601-Cathedral-Peak-Ct-89134/home/29156062,63,31,41,William Lummis Elementary School,7,Ernest Becker Middle School,7,Palo Verde High School,6,"1601 Cathedral Peak Ct,Las Vegas,NV89134",460000,3,2,1548,"$3,006 ",19 days,1995,"Residential, Single Family Residence",One Story,$60 ,"6,098",2,"Carpet, Luxury Vinyl Plank","Central, Gas","Central Air, Electric",2295,89134,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/7629-Delaware-Bay-Dr-89128/home/29145813,25,35,34,Dorothy Eisenberg Elementary School,6,Ernest Becker Middle School,7,Cimarron Memorial High School,3,"7629 Delaware Bay Dr,Las Vegas,NV89128",747000,3,2.5,2663,"$4,867 ",20 days,1989,"Residential, Single Family Residence",Two Story,$100 ,"6,970",3,Laminate,"Central, Gas","Central Air, Electric",3524,89128,Medium,Minimal,Minimal,Severe,Minimal
https://www.redfin.com/NV/Las-Vegas/2436-Palm-Shore-Ct-89128/home/29143888,40,36,36,Marc Kahre Elementary School,5,Ernest Becker Middle School,7,Cimarron Memorial High School,3,"2436 Palm Shore Ct,Las Vegas,NV89128",550000,4,2.5,1927,"$3,562 ",20 days,1988,"Residential, Single Family Residence",Two Story,$85 ,"4,356",2,"Marble, Tile","Central, Gas","Central Air, Electric",2199,89128,Medium,Minimal,Minimal,Severe,Minimal
