URL,Walk Score (out of 100),Transit Score (out of 100),Bike Score (out of 100),Elementary School Name,Elementary School Score (out of 10),Middle School Name,Middle School Score (out of 10),High School Name,High School Score (out of 10),Address,Price,Beds,Baths,Sq Ft,Est. Monthly Payment,Time on Redfin,Year Built,Property Type,Style,HOA Dues,Lot Size,Garage Spaces,Has Pool,Floor Type,Heat Type,Cool Type,Tax Amount,Has Patio
https://www.redfin.com/NV/Las-Vegas/5236-Sir-James-Way-89110/home/29392863,58,42,60,Richard J Rundle Elementary School,3,Duane D Keller Middle School,2,Eldorado High School,1,"5236 Sir James Way,Las Vegas,NV89110","$287,000",3,2,"1,936",,,1979,"Residential, Manufactured Home",One Story,$65/month,"6,970 Sq. Ft.",1,Association,"Carpet, Laminate","Central, Electric","Central Air, Electric",$306,
https://www.redfin.com/NV/Las-Vegas/5330-E-Charleston-Blvd-89142/unit-137/home/29393744,53,43,53,Richard J Rundle Elementary School,3,Duane D Keller Middle School,2,Eldorado High School,1,"5330 E Charleston Blvd #137,Las Vegas,NV89142","$180,000",2,2.5,"1,103",,,1998,"Residential, Townhouse",Two Story,$195/month,"3,094 Sq. Ft.",1,Community,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric",$561,Patio
https://www.redfin.com/NV/Las-Vegas/5832-Sutcliffe-Cir-89110/home/29394277,8,37,35,Richard J Rundle Elementary School,3,Duane D Keller Middle School,2,Eldorado High School,1,"5832 Sutcliffe Cir,Las Vegas,NV89110","$324,998",2,2,"1,192",,,1986,"Residential, Single Family Residence",One Story,,"4,356 Sq. Ft.",2,,Tile,"Central, Gas, Solar","Central Air, Electric",$789,
https://www.redfin.com/NV/Las-Vegas/98-Linn-Ln-89110/home/29395317,65,38,60,Kirk Adams Elementary School,5,Duane D Keller Middle School,2,Eldorado High School,1,"98 Linn Ln,Las Vegas,NV89110","$275,000",2,2,"1,083",,,1983,"Residential, Townhouse",One Story,,"3,920 Sq. Ft.",2,,Tile,"Central, Gas","Central Air, Gas",$450,"Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/635-N-Fogg-St-89110/home/29395918,8,28,25,Kirk Adams Elementary School,5,Duane D Keller Middle School,2,Eldorado High School,1,"635 N Fogg St,Las Vegas,NV89110","$588,000",4,3,"2,899",,,1984,"Residential, Single Family Residence",Three Story,,0.47 Acres,2,"In Ground, Private, Waterfall","Carpet, Laminate, Tile","Central, Electric","Central Air, Electric","$3,093","Balcony, Deck"
https://www.redfin.com/NV/Las-Vegas/435-Los-Feliz-St-89110/home/29397048,6,0,20,Mervin Iverson Elementary School,6,Kathleen & Tim Harney Middle School,4,Las Vegas High School,3,"435 Los Feliz St,Las Vegas,NV89110","$622,000",3,4,"4,340",,,1988,"Residential, Single Family Residence",Two Story,,0.49 Acres,3,,"Carpet, Ceramic Tile, Laminate, Marble","Central, Propane","Central Air, Electric","$3,726","Balcony, Covered, Deck, Patio"
https://www.redfin.com/NV/Las-Vegas/6047-Golden-Nectar-Way-89142/home/29400024,25,35,48,Dan Goldfarb Elementary School,6,Kathleen & Tim Harney Middle School,4,Las Vegas High School,3,"6047 Golden Nectar Way,Las Vegas,NV89142","$380,000",3,2,"1,632",,,1993,"Residential, Single Family Residence",One Story,,"4,792 Sq. Ft.",2,,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric","$1,271","Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/1779-Pineapple-Tree-Ct-89142/home/29401327,25,34,45,Dan Goldfarb Elementary School,6,Kathleen & Tim Harney Middle School,4,Las Vegas High School,3,"1779 Pineapple Tree Ct,Las Vegas,NV89142","$455,000",4,3,"2,024",,,1994,"Residential, Single Family Residence",Two Story,,"6,098 Sq. Ft.",3,,"Carpet, Tile","Central, Gas","Central Air, Electric","$1,287","Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/5348-Hollow-Brook-Ave-89142/home/29402995,56,43,63,John F Mendoza Elementary School,4,Duane D Keller Middle School,2,Las Vegas High School,3,"5348 Hollow Brook Ave,Las Vegas,NV89142","$328,000",2,2,869,,,1988,"Residential, Single Family Residence",One Story,,"3,920 Sq. Ft.",2,"In Ground, Private",Luxury Vinyl Plank,"Central, Gas","Central Air, Electric",$865,
https://www.redfin.com/NV/Las-Vegas/1405-S-Nellis-Blvd-89104/unit-2069/home/29404234,58,43,64,Cyril Wengert Elementary School,6,Jerome MacK Middle School,3,Las Vegas High School,3,"1405 S Nellis Blvd #2069,Las Vegas,NV89104","$189,900",2,1,973,,,1996,Condo,Two Story,$221/month,,,Community,"Carpet, Tile","Central, Gas","Central Air, Electric",$459,"Patio, Porch"
https://www.redfin.com/NV/Las-Vegas/1797-Winterwood-Blvd-89142/home/29404257,52,43,64,Cyril Wengert Elementary School,6,Duane D Keller Middle School,2,Las Vegas High School,3,"1797 Winterwood Blvd,Las Vegas,NV89142","$280,000",3,2,"1,024",,,1979,"Residential, Townhouse",One Story,,"3,920 Sq. Ft.",1,,Tile,"Central, Gas","Central Air, Electric",$528,
https://www.redfin.com/NV/Las-Vegas/5357-Silverheart-Ave-89142/home/29404359,37,42,60,Cyril Wengert Elementary School,6,Duane D Keller Middle School,2,Las Vegas High School,3,"5357 Silverheart Ave,Las Vegas,NV89142","$400,000",3,3,"1,636",,,1993,"Residential, Single Family Residence",Two Story,,"6,098 Sq. Ft.",2,"Fenced, Gas Heat","Carpet, Marble","Central, Gas, Multiple Heating Units","Central Air, Electric, 2 Units","$1,517","Balcony, Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/2135-Caravelle-St-89142/home/29404605,51,39,53,Cyril Wengert Elementary School,6,Duane D Keller Middle School,2,Las Vegas High School,3,"2135 Caravelle St,Las Vegas,NV89142","$330,000",4,2,"1,284",,,1969,"Residential, Single Family Residence",One Story,,"8,276 Sq. Ft.",2,,"Carpet, Concrete, Linoleum, Vinyl","Central, Gas","Central Air, Gas",$625,
https://www.redfin.com/NV/Las-Vegas/1125-S-Christy-Ln-89142/home/29405554,65,41,59,John F Mendoza Elementary School,4,Duane D Keller Middle School,2,Las Vegas High School,3,"1125 S Christy Ln,Las Vegas,NV89142","$365,000",3,2.5,"1,528",,,1990,"Residential, Single Family Residence",Two Story,,"3,920 Sq. Ft.",2,,"Ceramic Tile, Laminate","Central, Gas","Central Air, Electric","$1,008",Patio
https://www.redfin.com/NV/Las-Vegas/5684-Ballinger-Dr-89142/home/29406362,38,42,57,John F Mendoza Elementary School,4,Duane D Keller Middle School,2,Las Vegas High School,3,"5684 Ballinger Dr,Las Vegas,NV89142","$320,000",3,2,"1,232",,,1988,"Residential, Single Family Residence",One Story,,"5,227 Sq. Ft.",,,Tile,"Central, Gas","Central Air, Electric",$667,
https://www.redfin.com/NV/Las-Vegas/5519-Myron-Cir-89142/home/29406415,26,42,55,John F Mendoza Elementary School,4,Duane D Keller Middle School,2,Las Vegas High School,3,"5519 Myron Cir,Las Vegas,NV89142","$394,000",4,3,"1,612",,,1987,"Residential, Single Family Residence",Two Story,,0.27 Acres,2,,"Carpet, Tile","Central, Gas","Central Air, Electric","$1,033","Enclosed, Patio"
https://www.redfin.com/NV/Las-Vegas/4610-Yuma-Ave-89104/home/29409052,73,43,54,Cyril Wengert Elementary School,6,Jerome MacK Middle School,3,Las Vegas High School,3,"4610 Yuma Ave,Las Vegas,NV89104","$343,000",3,2,"1,726",,,1987,"Residential, Single Family Residence",One Story,,"8,276 Sq. Ft.",2,"In Ground, Private","Carpet, Ceramic Tile, Marble","Central, Gas","Central Air, Electric","$1,165","Covered, Patio, Porch"
https://www.redfin.com/NV/Las-Vegas/4808-E-Wyoming-Ave-89104/home/29409375,49,43,49,Cyril Wengert Elementary School,6,Jerome MacK Middle School,3,Las Vegas High School,3,"4808 E Wyoming Ave,Las Vegas,NV89104","$355,000",3,2,"1,179",,,1971,"Residential, Single Family Residence",One Story,,"6,970 Sq. Ft.",,,"Carpet, Laminate, Luxury Vinyl Plank","Central, Electric","Central Air, Electric",$584,"Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/1268-S-Honolulu-St-89104/home/29409880,50,44,40,Walter V Long Elementary School,3,Jerome MacK Middle School,3,Desert Pines High School,1,"1268 S Honolulu St,Las Vegas,NV89104","$234,000",5,2,"1,641",,,1964,"Residential, Single Family Residence",One Story,,"6,098 Sq. Ft.",,,Tile,"Central, Electric","Central Air, Electric",$990,
https://www.redfin.com/NV/Las-Vegas/1044-May-Ave-89104/home/29409985,54,44,44,Walter V Long Elementary School,3,Jerome MacK Middle School,3,Desert Pines High School,1,"1044 May Ave,Las Vegas,NV89104","$201,000",2,—,816,,,1949,"Residential, Duplex","Duplex, Duplex",,"6,098 Sq. Ft.",,,,Wall Furnace,Window Unit(s),$778,
https://www.redfin.com/NV/Las-Vegas/1524-Calabria-Dr-89104/home/29410291,47,44,42,Walter V Long Elementary School,3,Jerome MacK Middle School,3,Desert Pines High School,1,"1524 Calabria Dr,Las Vegas,NV89104","$374,900",3,2,"1,247",,,1980,"Residential, Single Family Residence",One Story,,"8,712 Sq. Ft.",2,"In Ground, Private","Linoleum, Vinyl","Central, Gas","Central Air, Electric","$1,303","Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/1405-Nedla-Ct-89104/home/29410495,36,44,35,Walter V Long Elementary School,3,Jerome MacK Middle School,3,Desert Pines High School,1,"1405 Nedla Ct,Las Vegas,NV89104","$360,000",4,2,"1,358",,,1979,"Residential, Single Family Residence",One Story,,"6,970 Sq. Ft.",2,,"Linoleum, Luxury Vinyl Plank, Vinyl","Central, Gas","Central Air, Electric",$874,
https://www.redfin.com/NV/Las-Vegas/3875-Saint-Mark-Ct-89104/home/29411246,23,43,37,Walter V Long Elementary School,3,Jerome MacK Middle School,3,Chaparral High School,2,"3875 Saint Mark Ct,Las Vegas,NV89104","$330,000",3,2,"1,220",,,1994,"Residential, Single Family Residence",One Story,,"3,920 Sq. Ft.",2,,Tile,"Central, Gas","Central Air, Electric","$1,064",Porch
https://www.redfin.com/NV/Las-Vegas/601-Greenbriar-Townhouse-Way-89121/home/29411910,39,42,69,Will Beckley Elementary School,3,Jerome MacK Middle School,3,Chaparral High School,2,"601 Greenbriar Townhouse Way,Las Vegas,NV89121","$185,000",2,1,660,,,1969,"Residential, Townhouse",One Story,$150/month,"1,742 Sq. Ft.",1,,Tile,"Central, Electric","Central Air, Electric",$559,Patio
https://www.redfin.com/NV/Las-Vegas/2511-Stratford-Ave-89121/home/29411989,32,45,65,Walter V Long Elementary School,3,Jerome MacK Middle School,3,Chaparral High School,2,"2511 Stratford Ave,Las Vegas,NV89121","$265,000",3,1,"1,092",,,1970,"Residential, Single Family Residence",One Story,,0.4 Acres,,,"Carpet, Ceramic Tile",,"Central Air, Electric, 2 Units",$538,
https://www.redfin.com/NV/Las-Vegas/4305-Vegas-Valley-Dr-89121/home/29413136,51,46,66,Laura Dearing Elementary School,4,Jerome MacK Middle School,3,Chaparral High School,2,"4305 Vegas Valley Dr,Las Vegas,NV89121","$455,000",5,2,"2,040",,,1963,"Residential, Single Family Residence",One Story,,"7,405 Sq. Ft.",,"In Ground, Private",Luxury Vinyl Plank,Gas,Electric,$169,
https://www.redfin.com/NV/Las-Vegas/4555-E-Sahara-Ave-89104/unit-247/home/29413438,40,42,70,William E Snyder Elementary School,5,Jerome MacK Middle School,3,Chaparral High School,2,"4555 E Sahara Ave #247,Las Vegas,NV89104","$205,000",2,2,"1,073",,,1999,Condo,Two Story,$200/month,"2,272 Sq. Ft.",1,Community,"Carpet, Ceramic Tile, Laminate","Central, Gas","Central Air, Electric",$498,Balcony
https://www.redfin.com/NV/Las-Vegas/4019-Espanita-Ave-89121/home/29413553,26,44,65,Laura Dearing Elementary School,4,Jerome MacK Middle School,3,Chaparral High School,2,"4019 Espanita Ave,Las Vegas,NV89121","$350,000",3,2,"1,538",,,1963,"Residential, Single Family Residence",One Story,,"8,276 Sq. Ft.",1,,"Carpet, Hardwood","Central, Gas","Central Air, Electric, Refrigerated",$760,"Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/2725-S-Nellis-Blvd-89121/unit-2043/home/29414943,73,40,72,Laura Dearing Elementary School,4,Jerome MacK Middle School,3,Chaparral High School,2,"2725 S Nellis Blvd #2043,Las Vegas,NV89121","$180,000",2,2,"1,029",,,1994,Condo,Two Story,$147/month,"2,000 Sq. Ft.",,Community,Carpet,"Central, Gas","Central Air, Electric",$454,Balcony
https://www.redfin.com/NV/Las-Vegas/2654-Bryandouglas-Dr-89121/home/29415122,42,42,66,Laura Dearing Elementary School,4,Jerome MacK Middle School,3,Chaparral High School,2,"2654 Bryandouglas Dr,Las Vegas,NV89121","$566,000",8,—,"3,112",,,1984,"Residential, Multi Family",Fourplex,$890/month,"1,742 Sq. Ft.",,,"Carpet, Tile","Central, Electric",Central Air,"$2,096",
https://www.redfin.com/NV/Las-Vegas/2796-Rungsted-St-89142/home/29415167,55,39,41,,,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"2796 Rungsted St,Las Vegas,NV89142","$410,000",4,3,"2,414",,,1989,"Residential, Single Family Residence",Two Story,$31/month,"4,792 Sq. Ft.",2,,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric","$1,484",
https://www.redfin.com/NV/Las-Vegas/2725-S-Nellis-Blvd-89121/unit-2067/home/29415351,73,40,72,Laura Dearing Elementary School,4,Jerome MacK Middle School,3,Chaparral High School,2,"2725 S Nellis Blvd #2067,Las Vegas,NV89121","$215,000",2,2,"1,029",,,1994,Condo,Two Story,$155/month,,1,Community,"Carpet, Ceramic Tile","Central, Gas","Central Air, Electric",$505,Balcony
https://www.redfin.com/NV/Las-Vegas/2982-Juniper-Hills-Blvd-89142/unit-102/home/29416258,35,41,38,,,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"2982 Juniper Hills Blvd #102,Las Vegas,NV89142","$230,000",3,2,"1,074",,,1987,Condo,Two Story,$255/month,,,Community,Laminate,"Central, Electric","Central Air, Electric",$468,
https://www.redfin.com/NV/Las-Vegas/2978-Juniper-Hills-Blvd-89142/unit-203/home/29416275,35,41,38,,,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"2978 Juniper Hills Blvd #203,Las Vegas,NV89142","$180,000",2,2,884,,,1987,Condo,Two Story,$255/month,,1,Community,"Laminate, Luxury Vinyl Plank","Central, Gas","Central Air, Electric",$417,Balcony
https://www.redfin.com/NV/Las-Vegas/3192-Tularosa-Ln-89122/home/29417418,19,37,36,Hal Smith Elementary School,2,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"3192 Tularosa Ln,Las Vegas,NV89122","$238,000",3,2,"1,244",,,1983,"Residential, Manufactured Home",One Story,$93/month,"4,792 Sq. Ft.",2,Community,Laminate,"Central, Gas","Central Air, Electric",$625,"Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/3212-Bellavista-Ln-89122/home/29417447,15,37,42,Hal Smith Elementary School,2,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"3212 Bellavista Ln,Las Vegas,NV89122","$218,000",2,2,"1,344",,,1986,"Residential, Manufactured Home",One Story,$93/month,"4,792 Sq. Ft.",1,Community,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric",$574,"Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/3456-Fort-McHenry-Dr-89122/home/29418496,32,43,41,Hal Smith Elementary School,2,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"3456 Fort Mchenry Dr,Las Vegas,NV89122","$234,500",3,2,"1,248",,,1983,"Residential, Manufactured Home",One Story,$80/month,"6,098 Sq. Ft.",1,,Laminate,"Central, Electric","Central Air, Electric",$368,
https://www.redfin.com/NV/Las-Vegas/3315-Lost-Hills-Dr-89122/home/29418610,15,38,42,Hal Smith Elementary School,2,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"3315 Lost Hills Dr,Las Vegas,NV89122","$225,000",3,2,"1,440",,,1988,"Residential, Manufactured Home","Manufactured House, One Story, Manufactured Home",$72/month,"4,792 Sq. Ft.",2,Association,"Carpet, Linoleum, Vinyl","Central, Gas","Central Air, Electric, Refrigerated",$195,"Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/3671-Gulf-Shores-Dr-89122/home/29418688,7,46,43,Hal Smith Elementary School,2,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"3671 Gulf Shores Dr,Las Vegas,NV89122","$150,000",2,2,860,,,1978,"Residential, Manufactured Home",One Story,$72/month,"3,485 Sq. Ft.",1,Community,"Carpet, Linoleum, Vinyl","Central, Electric","Central Air, Electric",$210,"Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/3601-Katmai-Dr-89122/home/29418781,18,43,42,Hal Smith Elementary School,2,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"3601 Katmai Dr,Las Vegas,NV89122","$250,000",3,2,"1,454",,,1978,"Residential, Manufactured Home",One Story,$72/month,"4,792 Sq. Ft.",1,Association,"Carpet, Laminate, Linoleum, Tile, Vinyl",Central,"Central Air, Electric",$370,Patio
https://www.redfin.com/NV/Las-Vegas/3520-Estes-Park-Dr-89122/home/29418868,38,44,50,Hal Smith Elementary School,2,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"3520 Estes Park Dr,Las Vegas,NV89122","$157,000",2,2,"1,036",,,1979,"Residential, Manufactured Home",One Story,$99/month,"4,356 Sq. Ft.",1,Community,"Linoleum, Vinyl","Central, Gas","Central Air, Electric, Refrigerated",$371,"Covered, Deck, Patio"
https://www.redfin.com/NV/Las-Vegas/3520-Big-Sur-Dr-89122/home/29418938,62,45,53,Hal Smith Elementary School,2,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"3520 Big Sur Dr,Las Vegas,NV89122","$270,000",3,2,"1,296",,,1978,"Residential, Manufactured Home",One Story,$80/month,"5,227 Sq. Ft.",2,"Association, Community","Carpet, Luxury Vinyl Plank","Central, Gas","Central Air, Electric",$410,"Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/3436-Blue-Ash-Ln-89122/home/29419149,13,38,36,Hal Smith Elementary School,2,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"3436 Blue Ash Ln,Las Vegas,NV89122","$355,000",2,2,"1,223",,,2000,"Residential, Single Family Residence",One Story,$170/month,"5,227 Sq. Ft.",2,Community,"Luxury Vinyl Plank, Tile","Central, Gas, High Efficiency","Central Air, Electric, ENERGY STAR Qualified Equipment, High Efficiency","$1,329",Patio
https://www.redfin.com/NV/Las-Vegas/3423-Wayne-St-89121/home/29422038,60,41,46,George E Harris Elementary School,4,C W Woodbury Middle School,2,Chaparral High School,2,"3423 Wayne St,Las Vegas,NV89121","$410,000",4,2,"1,612",,,1968,"Residential, Single Family Residence",One Story,,"8,712 Sq. Ft.",2,,Laminate,"Central, Electric","Central Air, Electric",$846,Porch
https://www.redfin.com/NV/Las-Vegas/3721-Edison-Ave-89121/home/29422706,52,42,50,George E Harris Elementary School,4,C W Woodbury Middle School,2,Chaparral High School,2,"3721 Edison Ave,Las Vegas,NV89121","$370,000",4,2,"1,530",,,1970,"Residential, Single Family Residence",One Story,,"9,583 Sq. Ft.",2,,"Carpet, Tile","Central, Electric","Central Air, Electric","$1,041","Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/3460-Florrie-Ave-89121/home/29423772,48,42,66,George E Harris Elementary School,4,C W Woodbury Middle School,2,Chaparral High School,2,"3460 Florrie Ave,Las Vegas,NV89121","$306,000",3,2,"1,676",,,1963,"Residential, Single Family Residence",One Story,,"6,534 Sq. Ft.",,,Ceramic Tile,"Central, Gas","Central Air, Electric",$568,
https://www.redfin.com/NV/Las-Vegas/1201-Eastwood-Dr-89104/home/29448100,75,48,74,Crestwood Elementary School,4,K O Knudson Junior High School,5,Valley High School,1,"1201 Eastwood Dr,Las Vegas,NV89104","$335,000",5,—,"2,167",,,1954,"Residential, Triplex","Triplex, Triplex",,"8,712 Sq. Ft.",,,Ceramic Tile,"Central, Electric",Central Air,"$1,054",Patio
https://www.redfin.com/NV/Las-Vegas/1720-Weeping-Willow-Ln-89104/home/29451209,54,46,59,Crestwood Elementary School,4,K O Knudson Junior High School,5,Valley High School,1,"1720 Weeping Willow Ln,Las Vegas,NV89104","$305,000",3,2,"2,390",,,1955,"Residential, Single Family Residence",One Story,,"6,098 Sq. Ft.",,,Luxury Vinyl Plank,"Central, Gas","Central Air, Electric",$869,
https://www.redfin.com/NV/Las-Vegas/2404-Canosa-Ave-89104/home/29451215,47,46,57,Crestwood Elementary School,4,K O Knudson Junior High School,5,Valley High School,1,"2404 Canosa Ave,Las Vegas,NV89104","$341,500",4,2,"1,468",,,1956,"Residential, Single Family Residence",One Story,,"6,534 Sq. Ft.",,,"Carpet, Laminate","Central, Gas","Central Air, Electric",$648,"Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/2029-Bonita-Ave-89104/home/29454363,71,45,52,Crestwood Elementary School,4,K O Knudson Junior High School,5,Valley High School,1,"2029 Bonita Ave,Las Vegas,NV89104","$362,000",5,2,"1,489",,,1954,"Residential, Single Family Residence",Two Story,,"6,098 Sq. Ft.",,,"Carpet, Tile","Central, Gas","Central Air, Electric",$794,
https://www.redfin.com/NV/Las-Vegas/1601-S-6th-St-89104/home/29455988,68,53,57,John S Park Elementary School,5,John C Fremont Middle School,5,Valley High School,1,"1601 S 6th St,Las Vegas,NV89104","$795,500",3,3,"2,774",,,1963,"Residential, Single Family Residence",One Story,,0.26 Acres,2,,"Hardwood, Tile","Central, Electric, Multiple Heating Units","Central Air, Electric, 2 Units","$1,566","Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/1047-Franklin-Ave-89104/home/29456099,83,56,53,John S Park Elementary School,5,John C Fremont Middle School,5,Valley High School,1,"1047 Franklin Ave,Las Vegas,NV89104","$330,000",2,1,852,,,1944,"Residential, Single Family Residence",One Story,,"5,663 Sq. Ft.",1,,Luxury Vinyl Plank,"Central, Electric","Central Air, Electric",$668,Patio
https://www.redfin.com/NV/Las-Vegas/1405-Vegas-Valley-Dr-89169/unit-179/home/29467429,58,45,44,Robert E Lake Elementary School,5,John C Fremont Middle School,5,Valley High School,1,"1405 Vegas Valley Dr #179,Las Vegas,NV89169","$90,000",2,2,951,,,1971,Condo,Two Story,$313/month,"1,035 Sq. Ft.",,Community,Carpet,"Central, Gas","Central Air, Electric",$523,
https://www.redfin.com/NV/Las-Vegas/2080-Karen-Ave-89169/unit-20/home/29468331,62,40,45,Robert E Lake Elementary School,5,K O Knudson Junior High School,5,Valley High School,1,"2080 Karen Ave #20,Las Vegas,NV89169","$200,000",2,2.5,"1,244",,,1983,Condo,Two Story,$200/month,"1,244 Sq. Ft.",,Community,"Carpet, Laminate","Central, Gas","Central Air, Electric",$532,Balcony
https://www.redfin.com/NV/Las-Vegas/1430-E-Desert-Inn-Rd-89169/home/29468473,69,44,48,Robert E Lake Elementary School,5,John C Fremont Middle School,5,Valley High School,1,"1430 E Desert Inn Rd,Las Vegas,NV89169","$589,000",8,—,"3,432",,,1963,"Residential, Multi Family",Fourplex,,"6,970 Sq. Ft.",,,Tile,"Central, Electric",Central Air,"$1,745","Balcony, Patio"
https://www.redfin.com/NV/Las-Vegas/1405-Vegas-Valley-Dr-89169/unit-306/home/29468771,58,45,44,Robert E Lake Elementary School,5,John C Fremont Middle School,5,Valley High School,1,"1405 Vegas Valley Dr #306,Las Vegas,NV89169","$165,000",3,2,"1,125",,,1971,Condo,Two Story,$445/month,"1,125 Sq. Ft.",,Community,Laminate,"Central, Gas","Central Air, Electric",$429,
https://www.redfin.com/NV/Las-Vegas/2571-Boise-St-89121/home/29471085,46,44,52,Will Beckley Elementary School,3,K O Knudson Junior High School,5,Valley High School,1,"2571 Boise St,Las Vegas,NV89121","$435,000",4,2,"1,904",,,1971,"Residential, Single Family Residence",One Story,,"6,970 Sq. Ft.",,"Gas Heat, In Ground, Private, Pool/Spa Combo, Waterfall","Carpet, Tile","Central, Gas","Central Air, Electric, 2 Units","$1,316","Covered, Patio, Porch"
https://www.redfin.com/NV/Las-Vegas/2677-Ruthe-Duarte-Ave-89121/home/29471763,25,43,61,Will Beckley Elementary School,3,K O Knudson Junior High School,5,Valley High School,1,"2677 Ruthe Duarte Ave,Las Vegas,NV89121","$285,000",2,2.5,"1,412",,,1989,"Residential, Townhouse",Two Story,$180/month,"1,307 Sq. Ft.",2,"Association, Community","Carpet, Laminate, Sustainable, Tile","Central, Electric","Central Air, Electric",$737,"Balcony, Deck"
https://www.redfin.com/NV/Las-Vegas/3320-Bridgeport-Dr-89121/home/29472702,35,44,70,Will Beckley Elementary School,3,K O Knudson Junior High School,5,Valley High School,1,"3320 Bridgeport Dr,Las Vegas,NV89121","$355,000",3,2,"1,386",,,1983,"Residential, Single Family Residence",One Story,,"4,356 Sq. Ft.",2,,"Linoleum, Vinyl","Central, Gas","Central Air, Electric","$1,264","Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/3641-Laguna-Verde-Way-89121/home/29473944,36,44,51,George E Harris Elementary School,4,William E Orr Middle School,3,Valley High School,1,"3641 Laguna Verde Way,Las Vegas,NV89121","$240,000",2,2.5,"1,682",,,1987,"Residential, Townhouse",Two Story,$326/month,"1,742 Sq. Ft.",2,Community,"Carpet, Tile","Central, Gas","Central Air, Electric","$1,084","Balcony, Patio"
https://www.redfin.com/NV/Las-Vegas/3457-Clandara-Ave-89121/home/29474574,54,39,58,George E Harris Elementary School,4,C W Woodbury Middle School,2,Chaparral High School,2,"3457 Clandara Ave,Las Vegas,NV89121","$287,000",2,2,"1,294",,,1978,"Residential, Townhouse",One Story,$195/month,"3,049 Sq. Ft.",2,Community,Ceramic Tile,"Central, Gas","Central Air, Electric",$850,Patio
https://www.redfin.com/NV/Las-Vegas/3385-Chikasaw-Way-89169/home/29475983,65,45,48,Ruby S Thomas Elementary School,2,William E Orr Middle School,3,Valley High School,1,"3385 Chikasaw Way,Las Vegas,NV89169","$325,000",3,2,"1,520",,,1961,"Residential, Single Family Residence",One Story,,"9,148 Sq. Ft.",2,"In Ground, Private","Linoleum, Vinyl","Central, Electric","Central Air, Electric","$2,612","Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/3762-Halter-Dr-89122/home/29482144,1,22,33,Cynthia Cunningham Elementary School,2,Kathleen & Tim Harney Middle School,4,Chaparral High School,2,"3762 Halter Dr,Las Vegas,NV89122","$410,000",3,2,"1,718",,,2007,"Residential, Single Family Residence",One Story,$115/month,"10,454 Sq. Ft.",2,"Association, Community","Ceramic Tile, Laminate","Central, Gas","Central Air, Electric","$1,724","Covered, Patio"
https://www.redfin.com/NV/Las-Vegas/745-N-Royal-Crest-Cir-89169/unit-117/home/29496813,68,45,63,Dean Petersen Elementary School,3,William E Orr Middle School,3,Valley High School,1,"745 N Royal Crest Cir #117,Las Vegas,NV89169","$169,400",2,2,"1,153",,,1976,Condo,,$385/month,,,Community,,"Central, Electric","Electric, 1 Unit",$636,Terrace
https://www.redfin.com/NV/Las-Vegas/3718-Hazelwood-St-89119/unit-19/home/29499922,76,48,68,Dean Petersen Elementary School,3,William E Orr Middle School,3,Valley High School,1,"3718 Hazelwood St Unit 19 & 20,Las Vegas,NV89119","$170,000",2,2,960,,,1963,Condo,Two Story,$240/month,"2,888 Sq. Ft.",2,"Association, Community",Carpet,"Central, Electric","Central Air, Electric",$387,
https://www.redfin.com/NV/Las-Vegas/200-Hoover-Ave-89101/unit-904/home/29792159,82,69,63,Howard E Hollingsworth Elementary School,3,John C Fremont Middle School,5,Rancho High School,4,"200 Hoover Ave #904,Las Vegas,NV89101","$345,000",1,1,"1,052",,,2006,Condo,"High Rise, High Rise, Loft",$571/month,,,"In Ground, Private, Association, Community",Concrete,"Central, Gas",Electric,"$2,082",Terrace
